Residence,Region,Sub-Region,Total,Period
Italy,Europe,,2004,2017-03
Netherlands,Europe,,2401,2017-03
Argentina,America,,151,2017-03
India,Asia,,3278,2017-03
Unstated,,,114,2017-03
Japan,Asia,,197824,2017-03
"Korea,Republic of",Asia,,86945,2017-03
Canada,America,,10732,2017-03
HongKong. Macao,Asia,,124044,2017-03
Mainland China,Asia,,201599,2017-03
Netherlands,Europe,,2397,2017-04
Mexico,America,,529,2017-04
Canada,America,,10328,2017-04
"Others, Asia",Asia,,968,2017-04
"Others, Southeast Asia",Asia,Southeast Asia,3920,2017-04
Vietnam,Asia,Southeast Asia,33337,2017-04
Thailand,Asia,Southeast Asia,34713,2017-04
Philippines,Asia,Southeast Asia,34000,2017-04
Indonesia,Asia,Southeast Asia,13601,2017-04
Malaysia,Asia,Southeast Asia,42931,2017-04
Middle East,Asia,,1963,2017-04
India,Asia,,3083,2017-04
"Korea,Republic of",Asia,,84249,2017-04
Japan,Asia,,126712,2017-04
Mainland China,Asia,,214196,2017-04
HongKong. Macao,Asia,,190785,2017-04
Singapore,Asia,Southeast Asia,34247,2017-04
Argentina,America,,133,2017-04
United States of America,America,,50541,2017-04
Belgium,Europe,,736,2017-04
Switzerland,Europe,,1218,2017-04
Spain,Europe,,1051,2017-04
United Kingdom,Europe,,6571,2017-04
Italy,Europe,,1435,2017-04
Germany,Europe,,7471,2017-04
"Others, America",America,,1091,2017-04
Greece,Europe,,164,2017-04
Sweden,Europe,,837,2017-04
Austria,Europe,,734,2017-04
"Others, Europe",Europe,,4377,2017-04
Australia,Oceania,,9944,2017-04
New Zealand,Oceania,,1467,2017-04
"Others, Oceania",Oceania,,316,2017-04
S. Africa,Africa,,428,2017-04
"Others, Africa",Africa,,501,2017-04
Unstated,,,90,2017-04
France,Europe,,4591,2017-04
Russian Federation,Europe,,674,2017-04
Brazil,America,,484,2017-04
Unstated,,,124,2017-05
"Others, Europe",Europe,,3666,2017-05
Australia,Oceania,,6323,2017-05
New Zealand,Oceania,,1067,2017-05
"Others, Oceania",Oceania,,180,2017-05
S. Africa,Africa,,406,2017-05
Mainland China,Asia,,201867,2017-05
Argentina,America,,127,2017-05
Russian Federation,Europe,,841,2017-05
Sweden,Europe,,704,2017-05
Greece,Europe,,149,2017-05
Austria,Europe,,511,2017-05
United Kingdom,Europe,,5223,2017-05
Spain,Europe,,845,2017-05
Switzerland,Europe,,837,2017-05
Netherlands,Europe,,1809,2017-05
Italy,Europe,,1453,2017-05
Germany,Europe,,4622,2017-05
France,Europe,,3663,2017-05
"Others, Africa",Africa,,391,2017-05
Belgium,Europe,,564,2017-05
"Others, America",America,,866,2017-05
Brazil,America,,363,2017-05
HongKong. Macao,Asia,,128522,2017-05
Singapore,Asia,Southeast Asia,31327,2017-05
United States of America,America,,46232,2017-05
Canada,America,,9051,2017-05
"Others, Asia",Asia,,997,2017-05
"Others, Southeast Asia",Asia,Southeast Asia,1819,2017-05
Vietnam,Asia,Southeast Asia,29249,2017-05
Thailand,Asia,Southeast Asia,25198,2017-05
Philippines,Asia,Southeast Asia,26916,2017-05
Indonesia,Asia,Southeast Asia,14139,2017-05
Mexico,America,,333,2017-05
Malaysia,Asia,Southeast Asia,40872,2017-05
Middle East,Asia,,1863,2017-05
India,Asia,,3336,2017-05
"Korea,Republic of",Asia,,79533,2017-05
Japan,Asia,,146179,2017-05
"Others, Africa",Africa,,352,2017-06
S. Africa,Africa,,338,2017-06
Unstated,,,618,2017-06
HongKong. Macao,Asia,,147918,2017-06
"Others, Oceania",Oceania,,220,2017-06
Australia,Oceania,,6783,2017-06
Mainland China,Asia,,189078,2017-06
Japan,Asia,,141973,2017-06
"Korea,Republic of",Asia,,72031,2017-06
India,Asia,,2576,2017-06
Middle East,Asia,,1394,2017-06
Malaysia,Asia,Southeast Asia,43856,2017-06
Singapore,Asia,Southeast Asia,36895,2017-06
Indonesia,Asia,Southeast Asia,23410,2017-06
Philippines,Asia,Southeast Asia,24550,2017-06
Thailand,Asia,Southeast Asia,19247,2017-06
Vietnam,Asia,Southeast Asia,37382,2017-06
"Others, Southeast Asia",Asia,Southeast Asia,1634,2017-06
"Others, Asia",Asia,,833,2017-06
Canada,America,,7217,2017-06
United States of America,America,,52135,2017-06
Mexico,America,,347,2017-06
Brazil,America,,351,2017-06
"Others, Europe",Europe,,3810,2017-06
Russian Federation,Europe,,634,2017-06
Sweden,Europe,,704,2017-06
Greece,Europe,,147,2017-06
Austria,Europe,,491,2017-06
United Kingdom,Europe,,4905,2017-06
New Zealand,Oceania,,1125,2017-06
Spain,Europe,,894,2017-06
Netherlands,Europe,,1489,2017-06
Italy,Europe,,1393,2017-06
Germany,Europe,,3680,2017-06
France,Europe,,3083,2017-06
"Others, America",America,,1044,2017-06
Argentina,America,,120,2017-06
Switzerland,Europe,,746,2017-06
Belgium,Europe,,528,2017-06
Germany,Europe,,4215,2017-07
Mainland China,Asia,,237251,2017-07
Italy,Europe,,1504,2017-07
Netherlands,Europe,,2639,2017-07
Switzerland,Europe,,872,2017-07
Spain,Europe,,927,2017-07
United Kingdom,Europe,,4762,2017-07
Austria,Europe,,598,2017-07
Greece,Europe,,142,2017-07
France,Europe,,3995,2017-07
HongKong. Macao,Asia,,156823,2017-07
"Others, Europe",Europe,,3691,2017-07
Australia,Oceania,,5565,2017-07
New Zealand,Oceania,,1046,2017-07
"Others, Oceania",Oceania,,175,2017-07
S. Africa,Africa,,527,2017-07
"Others, Africa",Africa,,468,2017-07
Unstated,,,105,2017-07
Russian Federation,Europe,,669,2017-07
Belgium,Europe,,790,2017-07
Sweden,Europe,,599,2017-07
Argentina,America,,86,2017-07
"Others, America",America,,869,2017-07
Japan,Asia,,131238,2017-07
"Korea,Republic of",Asia,,71320,2017-07
India,Asia,,2910,2017-07
Middle East,Asia,,1637,2017-07
Singapore,Asia,Southeast Asia,22423,2017-07
Indonesia,Asia,Southeast Asia,18212,2017-07
Philippines,Asia,Southeast Asia,18609,2017-07
Malaysia,Asia,Southeast Asia,23119,2017-07
Vietnam,Asia,Southeast Asia,37248,2017-07
"Others, Southeast Asia",Asia,Southeast Asia,1996,2017-07
"Others, Asia",Asia,,1049,2017-07
Canada,America,,8783,2017-07
United States of America,America,,47532,2017-07
Mexico,America,,306,2017-07
Brazil,America,,308,2017-07
Thailand,Asia,Southeast Asia,18096,2017-07
United Kingdom,Europe,,4968,2017-08
France,Europe,,4115,2017-08
Germany,Europe,,4467,2017-08
Italy,Europe,,1702,2017-08
Netherlands,Europe,,2121,2017-08
Switzerland,Europe,,905,2017-08
Spain,Europe,,1172,2017-08
Austria,Europe,,580,2017-08
"Others, Africa",Africa,,744,2017-08
Sweden,Europe,,647,2017-08
Russian Federation,Europe,,1380,2017-08
"Others, Europe",Europe,,6077,2017-08
Australia,Oceania,,4574,2017-08
New Zealand,Oceania,,961,2017-08
"Others, Oceania",Oceania,,207,2017-08
S. Africa,Africa,,837,2017-08
Belgium,Europe,,597,2017-08
Greece,Europe,,153,2017-08
"Others, America",America,,1447,2017-08
Unstated,,,93,2017-08
Brazil,America,,630,2017-08
HongKong. Macao,Asia,,177048,2017-08
Mainland China,Asia,,249999,2017-08
Japan,Asia,,172243,2017-08
"Korea,Republic of",Asia,,75728,2017-08
India,Asia,,2873,2017-08
Argentina,America,,332,2017-08
Malaysia,Asia,Southeast Asia,30204,2017-08
Singapore,Asia,Southeast Asia,22502,2017-08
Middle East,Asia,,2252,2017-08
Philippines,Asia,Southeast Asia,19711,2017-08
Thailand,Asia,Southeast Asia,15518,2017-08
Vietnam,Asia,Southeast Asia,31684,2017-08
"Others, Southeast Asia",Asia,Southeast Asia,2465,2017-08
"Others, Asia",Asia,,1560,2017-08
Canada,America,,9401,2017-08
United States of America,America,,41991,2017-08
Mexico,America,,681,2017-08
Indonesia,Asia,Southeast Asia,14812,2017-08
Brazil,America,,314,2017-09
Mexico,America,,344,2017-09
United States of America,America,,36134,2017-09
Canada,America,,7626,2017-09
"Others, Asia",Asia,,1938,2017-09
"Others, Southeast Asia",Asia,Southeast Asia,2710,2017-09
Vietnam,Asia,Southeast Asia,31306,2017-09
Japan,Asia,,164392,2017-09
Philippines,Asia,Southeast Asia,19875,2017-09
Indonesia,Asia,Southeast Asia,15283,2017-09
Singapore,Asia,Southeast Asia,26365,2017-09
Malaysia,Asia,Southeast Asia,38217,2017-09
Middle East,Asia,,1704,2017-09
India,Asia,,3106,2017-09
"Korea,Republic of",Asia,,72012,2017-09
Argentina,America,,103,2017-09
Thailand,Asia,Southeast Asia,18325,2017-09
"Others, America",America,,1288,2017-09
Greece,Europe,,182,2017-09
France,Europe,,3265,2017-09
HongKong. Macao,Asia,,121509,2017-09
Unstated,,,84,2017-09
"Others, Africa",Africa,,731,2017-09
S. Africa,Africa,,346,2017-09
"Others, Oceania",Oceania,,290,2017-09
New Zealand,Oceania,,1010,2017-09
Australia,Oceania,,6280,2017-09
"Others, Europe",Europe,,3696,2017-09
Russian Federation,Europe,,762,2017-09
Sweden,Europe,,712,2017-09
Austria,Europe,,594,2017-09
United Kingdom,Europe,,4547,2017-09
Spain,Europe,,871,2017-09
Switzerland,Europe,,816,2017-09
Netherlands,Europe,,1834,2017-09
Italy,Europe,,1318,2017-09
Germany,Europe,,4936,2017-09
Belgium,Europe,,587,2017-09
Mainland China,Asia,,224691,2017-09
"Others, America",America,,1007,2017-10
New Zealand,Oceania,,1281,2017-10
Mexico,America,,360,2017-10
Brazil,America,,390,2017-10
Argentina,America,,173,2017-10
Belgium,Europe,,796,2017-10
France,Europe,,4524,2017-10
Germany,Europe,,7007,2017-10
Italy,Europe,,1782,2017-10
Netherlands,Europe,,2447,2017-10
Switzerland,Europe,,1123,2017-10
Spain,Europe,,953,2017-10
United Kingdom,Europe,,6367,2017-10
Austria,Europe,,963,2017-10
Greece,Europe,,161,2017-10
Sweden,Europe,,921,2017-10
Russian Federation,Europe,,847,2017-10
Australia,Oceania,,7924,2017-10
"Others, Europe",Europe,,4556,2017-10
United States of America,America,,46511,2017-10
"Others, Asia",Asia,,1327,2017-10
S. Africa,Africa,,448,2017-10
"Others, Oceania",Oceania,,209,2017-10
HongKong. Macao,Asia,,116201,2017-10
Mainland China,Asia,,263826,2017-10
Japan,Asia,,160337,2017-10
"Korea,Republic of",Asia,,94207,2017-10
India,Asia,,2715,2017-10
Middle East,Asia,,2001,2017-10
Malaysia,Asia,Southeast Asia,45433,2017-10
Singapore,Asia,Southeast Asia,35959,2017-10
Indonesia,Asia,Southeast Asia,14559,2017-10
Philippines,Asia,Southeast Asia,24363,2017-10
Thailand,Asia,Southeast Asia,26473,2017-10
Vietnam,Asia,Southeast Asia,34559,2017-10
"Others, Southeast Asia",Asia,Southeast Asia,2570,2017-10
Canada,America,,11364,2017-10
Unstated,,,101,2017-10
"Others, Africa",Africa,,552,2017-10
"Others, Oceania",Oceania,,178,2017-11
United States of America,America,,53831,2017-11
Canada,America,,14112,2017-11
"Others, Asia",Asia,,1456,2017-11
"Others, Southeast Asia",Asia,Southeast Asia,2779,2017-11
Vietnam,Asia,Southeast Asia,33748,2017-11
Thailand,Asia,Southeast Asia,28232,2017-11
Philippines,Asia,Southeast Asia,31747,2017-11
Mexico,America,,343,2017-11
Indonesia,Asia,Southeast Asia,15028,2017-11
Malaysia,Asia,Southeast Asia,61221,2017-11
Middle East,Asia,,1829,2017-11
India,Asia,,3058,2017-11
"Korea,Republic of",Asia,,98161,2017-11
Japan,Asia,,192988,2017-11
Mainland China,Asia,,244056,2017-11
HongKong. Macao,Asia,,133930,2017-11
Singapore,Asia,Southeast Asia,52608,2017-11
S. Africa,Africa,,359,2017-11
Brazil,America,,340,2017-11
"Others, America",America,,885,2017-11
Unstated,,,88,2017-11
New Zealand,Oceania,,1174,2017-11
Australia,Oceania,,8705,2017-11
"Others, Europe",Europe,,4326,2017-11
Russian Federation,Europe,,896,2017-11
Sweden,Europe,,904,2017-11
Greece,Europe,,183,2017-11
Argentina,America,,111,2017-11
Austria,Europe,,834,2017-11
Spain,Europe,,1122,2017-11
Switzerland,Europe,,1076,2017-11
Netherlands,Europe,,2470,2017-11
Italy,Europe,,1939,2017-11
Germany,Europe,,6411,2017-11
France,Europe,,4624,2017-11
Belgium,Europe,,771,2017-11
United Kingdom,Europe,,6623,2017-11
"Others, Africa",Africa,,491,2017-11
Argentina,America,,137,2017-12
Japan,Asia,,187457,2017-12
Italy,Europe,,1539,2017-12
Netherlands,Europe,,2152,2017-12
Switzerland,Europe,,826,2017-12
Spain,Europe,,810,2017-12
United Kingdom,Europe,,5220,2017-12
Austria,Europe,,651,2017-12
Germany,Europe,,4777,2017-12
Greece,Europe,,144,2017-12
Russian Federation,Europe,,562,2017-12
"Others, Europe",Europe,,3757,2017-12
Australia,Oceania,,13095,2017-12
New Zealand,Oceania,,1878,2017-12
"Others, Oceania",Oceania,,236,2017-12
S. Africa,Africa,,567,2017-12
Sweden,Europe,,734,2017-12
Mainland China,Asia,,248010,2017-12
France,Europe,,3858,2017-12
Brazil,America,,432,2017-12
"Korea,Republic of",Asia,,113641,2017-12
India,Asia,,2891,2017-12
Middle East,Asia,,1544,2017-12
Malaysia,Asia,Southeast Asia,73122,2017-12
Singapore,Asia,Southeast Asia,70278,2017-12
Indonesia,Asia,Southeast Asia,17835,2017-12
"Others, America",America,,758,2017-12
Philippines,Asia,Southeast Asia,32949,2017-12
Vietnam,Asia,Southeast Asia,33680,2017-12
"Others, Southeast Asia",Asia,Southeast Asia,3107,2017-12
"Others, Asia",Asia,,1322,2017-12
Canada,America,,12311,2017-12
United States of America,America,,56773,2017-12
Mexico,America,,249,2017-12
Thailand,Asia,Southeast Asia,36664,2017-12
Belgium,Europe,,589,2017-12
Unstated,,,158,2017-12
HongKong. Macao,Asia,,177057,2017-12
"Others, Africa",Africa,,441,2017-12
United States of America,America,,41329,2018-01
Canada,America,,9752,2018-01
"Others, Asia",Asia,,1128,2018-01
"Others, Southeast Asia",Asia,Southeast Asia,1945,2018-01
Vietnam,Asia,Southeast Asia,25401,2018-01
Thailand,Asia,Southeast Asia,23329,2018-01
Philippines,Asia,Southeast Asia,30927,2018-01
Indonesia,Asia,Southeast Asia,13026,2018-01
Unstated,,,1882,2018-01
Malaysia,Asia,Southeast Asia,31359,2018-01
Middle East,Asia,,1715,2018-01
India,Asia,,2579,2018-01
"Korea,Republic of",Asia,,129355,2018-01
Japan,Asia,,161912,2018-01
Mainland China,Asia,,218648,2018-01
HongKong. Macao,Asia,,106441,2018-01
Mexico,America,,344,2018-01
Singapore,Asia,Southeast Asia,31314,2018-01
Argentina,America,,159,2018-01
"Others, America",America,,970,2018-01
"Others, Oceania",Oceania,,295,2018-01
New Zealand,Oceania,,1511,2018-01
Australia,Oceania,,11178,2018-01
"Others, Europe",Europe,,3736,2018-01
Russian Federation,Europe,,646,2018-01
Sweden,Europe,,752,2018-01
Greece,Europe,,118,2018-01
Brazil,America,,414,2018-01
Austria,Europe,,656,2018-01
Spain,Europe,,849,2018-01
Switzerland,Europe,,733,2018-01
Netherlands,Europe,,1818,2018-01
Italy,Europe,,1517,2018-01
Germany,Europe,,4951,2018-01
France,Europe,,3421,2018-01
Belgium,Europe,,559,2018-01
United Kingdom,Europe,,4831,2018-01
S. Africa,Africa,,430,2018-01
"Others, Africa",Africa,,364,2018-01
HongKong. Macao,Asia,,109395,2018-02
Italy,Europe,,1369,2018-02
Netherlands,Europe,,1746,2018-02
Switzerland,Europe,,698,2018-02
Spain,Europe,,775,2018-02
United Kingdom,Europe,,4751,2018-02
Austria,Europe,,658,2018-02
Greece,Europe,,138,2018-02
Germany,Europe,,4271,2018-02
Sweden,Europe,,630,2018-02
"Others, Europe",Europe,,3602,2018-02
Australia,Oceania,,5599,2018-02
New Zealand,Oceania,,972,2018-02
"Others, Oceania",Oceania,,196,2018-02
S. Africa,Africa,,591,2018-02
"Others, Africa",Africa,,420,2018-02
Unstated,,,372,2018-02
Russian Federation,Europe,,656,2018-02
France,Europe,,3768,2018-02
Belgium,Europe,,442,2018-02
Thailand,Asia,Southeast Asia,18286,2018-02
India,Asia,,2556,2018-02
Middle East,Asia,,1343,2018-02
Malaysia,Asia,Southeast Asia,36364,2018-02
Singapore,Asia,Southeast Asia,19603,2018-02
Indonesia,Asia,Southeast Asia,13614,2018-02
Philippines,Asia,Southeast Asia,24491,2018-02
Mainland China,Asia,,289758,2018-02
"Korea,Republic of",Asia,,92515,2018-02
Vietnam,Asia,Southeast Asia,33615,2018-02
"Others, Asia",Asia,,959,2018-02
Canada,America,,9153,2018-02
United States of America,America,,38793,2018-02
Mexico,America,,245,2018-02
Brazil,America,,302,2018-02
Argentina,America,,112,2018-02
"Others, America",America,,1151,2018-02
"Others, Southeast Asia",Asia,Southeast Asia,2563,2018-02
Japan,Asia,,124290,2018-02
Unstated,,,131,2018-03
HongKong. Macao,Asia,,150986,2018-03
"Others, Africa",Africa,,541,2018-03
Mainland China,Asia,,191805,2018-03
United Kingdom,Europe,,8201,2018-03
France,Europe,,4233,2018-03
Italy,Europe,,1748,2018-03
Netherlands,Europe,,2035,2018-03
Switzerland,Europe,,1073,2018-03
Spain,Europe,,1164,2018-03
Austria,Europe,,893,2018-03
Belgium,Europe,,783,2018-03
Greece,Europe,,166,2018-03
Russian Federation,Europe,,766,2018-03
"Others, Europe",Europe,,5337,2018-03
Australia,Oceania,,9020,2018-03
New Zealand,Oceania,,1160,2018-03
"Others, Oceania",Oceania,,291,2018-03
S. Africa,Africa,,438,2018-03
Sweden,Europe,,938,2018-03
"Others, America",America,,1048,2018-03
Germany,Europe,,7083,2018-03
Brazil,America,,446,2018-03
Japan,Asia,,205930,2018-03
"Korea,Republic of",Asia,,78392,2018-03
India,Asia,,3822,2018-03
Middle East,Asia,,2130,2018-03
Malaysia,Asia,Southeast Asia,60120,2018-03
Argentina,America,,135,2018-03
Indonesia,Asia,Southeast Asia,18102,2018-03
Philippines,Asia,Southeast Asia,45098,2018-03
Singapore,Asia,Southeast Asia,42920,2018-03
Vietnam,Asia,Southeast Asia,53898,2018-03
"Others, Southeast Asia",Asia,Southeast Asia,3620,2018-03
"Others, Asia",Asia,,1301,2018-03
Canada,America,,15384,2018-03
United States of America,America,,55484,2018-03
Mexico,America,,438,2018-03
Thailand,Asia,Southeast Asia,36595,2018-03
Mexico,America,,404,2018-04
Thailand,Asia,Southeast Asia,34121,2018-04
United States of America,America,,49309,2018-04
Canada,America,,11156,2018-04
"Others, Asia",Asia,,1392,2018-04
"Others, Southeast Asia",Asia,Southeast Asia,5203,2018-04
Vietnam,Asia,Southeast Asia,47002,2018-04
Philippines,Asia,Southeast Asia,44851,2018-04
Belgium,Europe,,683,2018-04
Singapore,Asia,Southeast Asia,35230,2018-04
Malaysia,Asia,Southeast Asia,43957,2018-04
Middle East,Asia,,2030,2018-04
India,Asia,,3465,2018-04
"Korea,Republic of",Asia,,66555,2018-04
Japan,Asia,,127138,2018-04
Mainland China,Asia,,227749,2018-04
Brazil,America,,607,2018-04
Indonesia,Asia,Southeast Asia,15431,2018-04
Argentina,America,,186,2018-04
S. Africa,Africa,,536,2018-04
"Others, Africa",Africa,,550,2018-04
Unstated,,,103,2018-04
HongKong. Macao,Asia,,122583,2018-04
"Others, Oceania",Oceania,,180,2018-04
New Zealand,Oceania,,1487,2018-04
Australia,Oceania,,8819,2018-04
"Others, Europe",Europe,,4885,2018-04
Russian Federation,Europe,,750,2018-04
Sweden,Europe,,852,2018-04
Greece,Europe,,148,2018-04
Austria,Europe,,869,2018-04
United Kingdom,Europe,,6542,2018-04
Spain,Europe,,1071,2018-04
Switzerland,Europe,,1095,2018-04
Netherlands,Europe,,2153,2018-04
Italy,Europe,,1632,2018-04
Germany,Europe,,5891,2018-04
France,Europe,,5393,2018-04
"Others, America",America,,1064,2018-04
HongKong. Macao,Asia,,122963,2018-05
Middle East,Asia,,1394,2018-05
Mainland China,Asia,,191579,2018-05
Switzerland,Europe,,823,2018-05
Spain,Europe,,839,2018-05
United Kingdom,Europe,,4883,2018-05
Austria,Europe,,610,2018-05
Greece,Europe,,133,2018-05
Sweden,Europe,,559,2018-05
Russian Federation,Europe,,622,2018-05
"Others, Europe",Europe,,3614,2018-05
Australia,Oceania,,5950,2018-05
New Zealand,Oceania,,929,2018-05
"Others, Oceania",Oceania,,191,2018-05
S. Africa,Africa,,274,2018-05
"Others, Africa",Africa,,406,2018-05
Unstated,,,72,2018-05
"Korea,Republic of",Asia,,76389,2018-05
Netherlands,Europe,,1800,2018-05
Japan,Asia,,150928,2018-05
Italy,Europe,,1544,2018-05
France,Europe,,4119,2018-05
Malaysia,Asia,Southeast Asia,38230,2018-05
Singapore,Asia,Southeast Asia,34403,2018-05
Indonesia,Asia,Southeast Asia,15169,2018-05
Philippines,Asia,Southeast Asia,45424,2018-05
Thailand,Asia,Southeast Asia,25952,2018-05
Vietnam,Asia,Southeast Asia,43851,2018-05
"Others, Southeast Asia",Asia,Southeast Asia,2762,2018-05
"Others, Asia",Asia,,1141,2018-05
Canada,America,,10314,2018-05
United States of America,America,,44580,2018-05
Mexico,America,,299,2018-05
Brazil,America,,329,2018-05
Argentina,America,,109,2018-05
"Others, America",America,,896,2018-05
Belgium,Europe,,486,2018-05
Germany,Europe,,4423,2018-05
India,Asia,,3252,2018-05
S. Africa,Africa,,384,2018-06
Mainland China,Asia,,193886,2018-06
France,Europe,,3953,2018-06
Germany,Europe,,4389,2018-06
Italy,Europe,,1501,2018-06
Netherlands,Europe,,1773,2018-06
Switzerland,Europe,,669,2018-06
Spain,Europe,,1064,2018-06
United Kingdom,Europe,,4927,2018-06
Austria,Europe,,532,2018-06
Greece,Europe,,133,2018-06
Sweden,Europe,,788,2018-06
Russian Federation,Europe,,864,2018-06
"Others, Europe",Europe,,4050,2018-06
Australia,Oceania,,6836,2018-06
New Zealand,Oceania,,1111,2018-06
"Others, Oceania",Oceania,,220,2018-06
Belgium,Europe,,501,2018-06
Unstated,,,1163,2018-06
"Others, America",America,,1086,2018-06
Brazil,America,,344,2018-06
Japan,Asia,,134146,2018-06
"Korea,Republic of",Asia,,64436,2018-06
India,Asia,,3242,2018-06
Middle East,Asia,,1849,2018-06
Malaysia,Asia,Southeast Asia,44603,2018-06
Singapore,Asia,Southeast Asia,33987,2018-06
Indonesia,Asia,Southeast Asia,24433,2018-06
Philippines,Asia,Southeast Asia,39632,2018-06
Thailand,Asia,Southeast Asia,20861,2018-06
Vietnam,Asia,Southeast Asia,48098,2018-06
"Others, Southeast Asia",Asia,Southeast Asia,2533,2018-06
"Others, Asia",Asia,,1302,2018-06
Canada,America,,7413,2018-06
United States of America,America,,52350,2018-06
Mexico,America,,277,2018-06
Argentina,America,,86,2018-06
"Others, Africa",Africa,,505,2018-06
HongKong. Macao,Asia,,147651,2018-06
Argentina,America,,92,2018-07
"Others, Asia",Asia,,1159,2018-07
"Others, Southeast Asia",Asia,Southeast Asia,2128,2018-07
Vietnam,Asia,Southeast Asia,50611,2018-07
Thailand,Asia,Southeast Asia,21081,2018-07
Philippines,Asia,Southeast Asia,29785,2018-07
Indonesia,Asia,Southeast Asia,20514,2018-07
Singapore,Asia,Southeast Asia,23082,2018-07
Malaysia,Asia,Southeast Asia,23010,2018-07
Middle East,Asia,,1778,2018-07
India,Asia,,3256,2018-07
"Korea,Republic of",Asia,,63015,2018-07
Japan,Asia,,129363,2018-07
Mainland China,Asia,,225176,2018-07
HongKong. Macao,Asia,,161768,2018-07
S. Africa,Africa,,516,2018-07
Canada,America,,9460,2018-07
"Others, Africa",Africa,,493,2018-07
United States of America,America,,47820,2018-07
Brazil,America,,373,2018-07
"Others, Europe",Europe,,4334,2018-07
Russian Federation,Europe,,720,2018-07
Sweden,Europe,,711,2018-07
Greece,Europe,,139,2018-07
Austria,Europe,,811,2018-07
United Kingdom,Europe,,5451,2018-07
Spain,Europe,,1087,2018-07
Switzerland,Europe,,992,2018-07
Netherlands,Europe,,2739,2018-07
Italy,Europe,,1625,2018-07
Germany,Europe,,4572,2018-07
France,Europe,,4559,2018-07
Belgium,Europe,,675,2018-07
"Others, America",America,,1053,2018-07
"Others, Oceania",Oceania,,236,2018-07
Mexico,America,,465,2018-07
Australia,Oceania,,7357,2018-07
Unstated,,,94,2018-07
New Zealand,Oceania,,1252,2018-07
Mexico,America,,292,2018-08
United States of America,America,,41497,2018-08
Canada,America,,9097,2018-08
"Others, Asia",Asia,,1476,2018-08
"Others, Southeast Asia",Asia,Southeast Asia,2561,2018-08
Vietnam,Asia,Southeast Asia,41968,2018-08
Thailand,Asia,Southeast Asia,16586,2018-08
Philippines,Asia,Southeast Asia,25611,2018-08
Indonesia,Asia,Southeast Asia,15996,2018-08
Singapore,Asia,Southeast Asia,22618,2018-08
Malaysia,Asia,Southeast Asia,29388,2018-08
Middle East,Asia,,2053,2018-08
India,Asia,,3039,2018-08
"Korea,Republic of",Asia,,71653,2018-08
Japan,Asia,,187176,2018-08
Brazil,America,,357,2018-08
"Others, Africa",Africa,,563,2018-08
S. Africa,Africa,,622,2018-08
Belgium,Europe,,591,2018-08
"Others, Oceania",Oceania,,251,2018-08
New Zealand,Oceania,,900,2018-08
Australia,Oceania,,5391,2018-08
"Others, Europe",Europe,,3828,2018-08
Russian Federation,Europe,,694,2018-08
Sweden,Europe,,504,2018-08
Greece,Europe,,155,2018-08
Austria,Europe,,853,2018-08
United Kingdom,Europe,,5473,2018-08
Spain,Europe,,1208,2018-08
Switzerland,Europe,,729,2018-08
Netherlands,Europe,,2048,2018-08
Italy,Europe,,1466,2018-08
Germany,Europe,,4437,2018-08
France,Europe,,4544,2018-08
"Others, America",America,,1313,2018-08
Argentina,America,,81,2018-08
Mainland China,Asia,,256944,2018-08
Unstated,,,122,2018-08
HongKong. Macao,Asia,,189167,2018-08
Japan,Asia,,163103,2018-09
Brazil,America,,378,2018-09
Mexico,America,,276,2018-09
United States of America,America,,36503,2018-09
Canada,America,,7341,2018-09
"Others, Asia",Asia,,1954,2018-09
"Others, Southeast Asia",Asia,Southeast Asia,2239,2018-09
Vietnam,Asia,Southeast Asia,38473,2018-09
Thailand,Asia,Southeast Asia,17823,2018-09
Argentina,America,,90,2018-09
Indonesia,Asia,Southeast Asia,19290,2018-09
Singapore,Asia,Southeast Asia,27547,2018-09
Malaysia,Asia,Southeast Asia,37822,2018-09
Middle East,Asia,,1874,2018-09
India,Asia,,3444,2018-09
"Korea,Republic of",Asia,,77457,2018-09
Mainland China,Asia,,218125,2018-09
Philippines,Asia,Southeast Asia,23314,2018-09
"Others, America",America,,1349,2018-09
France,Europe,,3796,2018-09
Unstated,,,161,2018-09
"Others, Africa",Africa,,728,2018-09
S. Africa,Africa,,397,2018-09
"Others, Oceania",Oceania,,276,2018-09
New Zealand,Oceania,,1144,2018-09
Australia,Oceania,,7381,2018-09
"Others, Europe",Europe,,4157,2018-09
Russian Federation,Europe,,914,2018-09
Sweden,Europe,,643,2018-09
Greece,Europe,,128,2018-09
Austria,Europe,,727,2018-09
United Kingdom,Europe,,5030,2018-09
Spain,Europe,,1098,2018-09
Switzerland,Europe,,920,2018-09
Netherlands,Europe,,1984,2018-09
Italy,Europe,,1495,2018-09
Germany,Europe,,5642,2018-09
Belgium,Europe,,699,2018-09
HongKong. Macao,Asia,,120872,2018-09
